ID,Tipo,SKU,Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto",¿Existencias?,Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,"Swatches Attributes"
1968,simple,1920200,"Allanadora Niwa ACNW-80 -0.90 m Motor Niwa 6.5 HP",1,0,visible,"La clásica allanadora de 0,90 m de diámetro, la mas vendida por ser la mas eficiente relación tamaño / rendimiento para obras medianas y grandes.","\n  [vc_row]\n    [vc_column]\n      [vc_column_text]\n        La clásica allanadora de 0,90 m de diámetro, la mas vendida por ser la mas eficiente relación tamaño / rendimiento para obras medianas y grandes\n\n      [/vc_column_text]\n    [/vc_column]\n  [/vc_row]\n  [vc_row]\n    [vc_column]\n      [vc_tta_accordion active_section=""0""]\n        [vc_tta_section title=""Especificaciones técnicas"" tab_id=""1689192497545-d4489a26-6459""]\n          [vc_row_inner equal_height=""yes""]\n            [vc_column_inner width=""1/2"" css="".vc_custom_1689193255658{margin-bottom: 0px !important;}""]\n              [vc_column_text]\n                Motor: Niwa\nPotencia (HP): 6.5 HP\n              [/vc_column_text]\n            [/vc_column_inner]\n            [vc_column_inner width=""1/2""]\n              [vc_column_text]\n                Cantidad de llanas: 4\nDiámetro de llaneado: 90 cm\nOrigen: China\nPeso Bruto: 75.6 Kg\n              [/vc_column_text]\n            [/vc_column_inner]\n          [/vc_row_inner]\n        [/vc_tta_section]\n        \n      [/vc_tta_accordion]\n    [/vc_column]\n  [/vc_row]",,,taxable,,1,1,,0,0,,,,,0,,,590000,"CONSTRUCCION > Línea Terminado de concreto > Allanadoras y alisadoras, CONSTRUCCION, CONSTRUCCION > Línea Terminado de concreto",,,https://tiendatool.com/wp-content/uploads/2023/09/1920200.png,,,,,,,,,0,
1970,simple,1940000,"Vibrador de concreto VCNW-55 Motor Niwa s/cabezal",1,0,visible,"Esta unidad motriz de 5,5 HP y 3000 RPM para vibradores de inmersión, es la \nque ofrece la mejor relación costo/prestaciones.","\n  [vc_row]\n    [vc_column]\n      [vc_column_text]\n        Esta unidad motriz de 5,5 HP y 3000 RPM para vibradores de inmersión, es la \nque ofrece la mejor relación costo/prestaciones. Tiene conexión Dynapac \napta para cabezales de 38/ 45 / 50 / 70 mm, así como también para las \nbombas sumergibles Niwa.\n\n      [/vc_column_text]\n    [/vc_column]\n  [/vc_row]\n  [vc_row]\n    [vc_column]\n      [vc_tta_accordion active_section=""0""]\n        [vc_tta_section title=""Especificaciones técnicas"" tab_id=""1689192497545-d4489a26-6459""]\n          [vc_row_inner equal_height=""yes""]\n            [vc_column_inner width=""1/2"" css="".vc_custom_1689193255658{margin-bottom: 0px !important;}""]\n              [vc_column_text]\n                Motor: Niwa\nPotencia (HP): 5.5 HP\nVibración: 12000 vpm\n              [/vc_column_text]\n            [/vc_column_inner]\n            [vc_column_inner width=""1/2""]\n              [vc_column_text]\n                Tipo de encastre: Malasia/Dynapac\nPara cabezales (diámetro): 38 - 45 - 50 - 70 mm\nTransmisión y cabezal: No incluído\nOrigen: China\nPeso Bruto: 25 Kg\n              [/vc_column_text]\n            [/vc_column_inner]\n          [/vc_row_inner]\n        [/vc_tta_section]\n        \n      [/vc_tta_accordion]\n    [/vc_column]\n  [/vc_row]",,,taxable,,1,1,,0,0,,,,,0,,,171510,"CONSTRUCCION, CONSTRUCCION > Línea Terminado de concreto, CONSTRUCCION > Línea Terminado de concreto > Motovibradores de concreto",,,https://tiendatool.com/wp-content/uploads/2023/09/1940000.png,,,,,,,,,0,
1972,simple,1913000,"Regla Vibratoria Niwa RLNW-12 S/REGLA p/un Hombre",1,0,visible,"Esta practica regla vibratoria de 4 tiempos le confiere una terminación \nperfecta al hormigón.","\n  [vc_row]\n    [vc_column]\n      [vc_column_text]\n        Esta practica regla vibratoria de 4 tiempos le confiere una terminación \nperfecta al hormigón. Una herramienta infaltable para quienes buscan la \nterminación ideal. La unidad motriz puede combinarse con reglas de 1,22, \n1,83, 2,44 y 3,05 m de longitud.\n\n      [/vc_column_text]\n    [/vc_column]\n  [/vc_row]\n  [vc_row]\n    [vc_column]\n      [vc_tta_accordion active_section=""0""]\n        [vc_tta_section title=""Especificaciones técnicas"" tab_id=""1689192497545-d4489a26-6459""]\n          [vc_row_inner equal_height=""yes""]\n            [vc_column_inner width=""1/2"" css="".vc_custom_1689193255658{margin-bottom: 0px !important;}""]\n              [vc_column_text]\n                Motor: Niwa 4T\nCilindrada: 31 c.c.\nProfundidad de trabajo: 20 cm\n              [/vc_column_text]\n            [/vc_column_inner]\n            [vc_column_inner width=""1/2""]\n              [vc_column_text]\n                Reglas: No incluída\nTamaño de regla: 1,22 / 1,88 / 2,44 / 3 m\nOrigen: China\nPeso Bruto: 30 Kg\n              [/vc_column_text]\n            [/vc_column_inner]\n          [/vc_row_inner]\n        [/vc_tta_section]\n        \n      [/vc_tta_accordion]\n    [/vc_column]\n  [/vc_row]",,,taxable,,1,1,,0,0,,,,,0,,,363610,"CONSTRUCCION, CONSTRUCCION > Línea Terminado de concreto, CONSTRUCCION > Línea Terminado de concreto > Reglas Vibratorias (unidad motriz)",,,https://tiendatool.com/wp-content/uploads/2023/09/1913000.png,,,,,,,,,0,
1974,simple,1020224,"Compresor Niwa Alta Recup. 2HP x 24Lt (ANW-2/24)",1,0,visible,"Compresor de alta recuperación, para uso domestico, bicicleteria o pequeño \ntaller, Ideal para llevar a cabo múltiples tareas domésticas como inflar \ncubiertas de autos o bicicletas, pelotas deportivas, piletas o colchones de \naire, cuenta con ruedas de recubiertas en caucho para facilitar su \ntransporte, bajo mantenimiento y fácil de instalar.","\n  [vc_row]\n    [vc_column]\n      [vc_column_text]\n        Compresor de alta recuperación, para uso domestico, bicicleteria o pequeño \ntaller, Ideal para llevar a cabo múltiples tareas domésticas como inflar \ncubiertas de autos o bicicletas, pelotas deportivas, piletas o colchones de \naire, cuenta con ruedas de recubiertas en caucho para facilitar su \ntransporte, bajo mantenimiento y fácil de instalar\n\n      [/vc_column_text]\n    [/vc_column]\n  [/vc_row]\n  [vc_row]\n    [vc_column]\n      [vc_tta_accordion active_section=""0""]\n        [vc_tta_section title=""Especificaciones técnicas"" tab_id=""1689192497545-d4489a26-6459""]\n          [vc_row_inner equal_height=""yes""]\n            [vc_column_inner width=""1/2"" css="".vc_custom_1689193255658{margin-bottom: 0px !important;}""]\n              [vc_column_text]\n                Potencia (HP): 2 HP\nCilindros: Monocilíndrico\nSistema eléctrico: Monofásico\n              [/vc_column_text]\n            [/vc_column_inner]\n            [vc_column_inner width=""1/2""]\n              [vc_column_text]\n                Flujo de aire: 192 lts/min\nCapacidad del tanque: 24 lts\nRuedas: SI\nOrigen: China\nPeso Bruto: 25 Kg\n              [/vc_column_text]\n            [/vc_column_inner]\n          [/vc_row_inner]\n        [/vc_tta_section]\n        \n      [/vc_tta_accordion]\n    [/vc_column]\n  [/vc_row]",,,taxable,,1,1,,0,0,,,,,0,,,84390,"FERRETERIA > Aire, FERRETERIA > Aire > Compresores de alta recuperación, FERRETERIA",,,https://tiendatool.com/wp-content/uploads/2023/09/1020224.png,,,,,,,,,0,
1976,simple,1020250,"Compresor Niwa Alta Recup. 2.5HPx50Lt (ANW-2.5/50)",1,0,visible,"Compresor de alta recuperación, el mas vendido, para pequeño taller o \nbicicleteria.","\n  [vc_row]\n    [vc_column]\n      [vc_column_text]\n        Compresor de alta recuperación, el mas vendido, para pequeño taller o \nbicicleteria. El preferido de los bicicleteros, infla cubiertas de autos o \nbicicletas, pelotas de todo tipo piletas o colchones de aire. De fácil \ntraslado gracias a sus ruedas recubiertas en caucho, Muy fácil de instalar \ny requiere bajo mantenimiento\n\n      [/vc_column_text]\n    [/vc_column]\n  [/vc_row]\n  [vc_row]\n    [vc_column]\n      [vc_tta_accordion active_section=""0""]\n        [vc_tta_section title=""Especificaciones técnicas"" tab_id=""1689192497545-d4489a26-6459""]\n          [vc_row_inner equal_height=""yes""]\n            [vc_column_inner width=""1/2"" css="".vc_custom_1689193255658{margin-bottom: 0px !important;}""]\n              [vc_column_text]\n                Potencia (HP): 2.5 HP\nCilindros: Monocilíndrico\nSistema eléctrico: Monofásico\n              [/vc_column_text]\n            [/vc_column_inner]\n            [vc_column_inner width=""1/2""]\n              [vc_column_text]\n                Flujo de aire: 192 lts/min\nCapacidad del tanque: 50 lts\nRuedas: SI\nOrigen: China\nPeso Bruto: 32 Kg\n              [/vc_column_text]\n            [/vc_column_inner]\n          [/vc_row_inner]\n        [/vc_tta_section]\n        \n      [/vc_tta_accordion]\n    [/vc_column]\n  [/vc_row]",,,taxable,,1,1,,0,0,,,,,0,,,102910,"FERRETERIA > Aire, FERRETERIA > Aire > Compresores de alta recuperación, FERRETERIA",,,https://tiendatool.com/wp-content/uploads/2023/09/1020250.png,,,,,,,,,0,
1978,simple,6007718,"Sierra de Met. a bat Metabo MKS18 LTX58(600771840)",1,0,visible,"Sierra circular a batería 18 V para corte de metal en frio.","\n  [vc_row]\n    [vc_column]\n      [vc_column_text]\n        Sierra circular a batería 18 V para corte de metal en frio. Cortes rápidos \ny precisos de tubos, perfiles, canales, rejillas metálicas y chapas. Sin \nchispas ni rebabas. Ajuste de profundidad. Ajuste de profundidad.\n\n      [/vc_column_text]\n    [/vc_column]\n  [/vc_row]\n  [vc_row]\n    [vc_column]\n      [vc_tta_accordion active_section=""0""]\n        [vc_tta_section title=""Especificaciones técnicas"" tab_id=""1689192497545-d4489a26-6459""]\n          [vc_row_inner equal_height=""yes""]\n            [vc_column_inner width=""1/2"" css="".vc_custom_1689193255658{margin-bottom: 0px !important;}""]\n              [vc_column_text]\n                Tipo de batería: Li-Ion / LiHD\nTensión de la batería: 18 V\nProfundidad de corte ajustable: 0-58 mm\nProfundidad máx. de corte en 90°: 58 mm\nØ de la hoja de sierra x perforación: 165x20 mm\n              [/vc_column_text]\n            [/vc_column_inner]\n            [vc_column_inner width=""1/2""]\n              [vc_column_text]\n                Luz de trabajo led: No\nPeso (con batería): 3.7 kg\nSeguro contra arranque involuntario: SI\nCambio rápido de herramienta: SI\nControl de arranque: SI\nAcople de batería CAS: SI\n              [/vc_column_text]\n            [/vc_column_inner]\n          [/vc_row_inner]\n        [/vc_tta_section]\n        \n      [/vc_tta_accordion]\n    [/vc_column]\n  [/vc_row]",,,taxable,,1,1,,0,0,,,,,0,,,342190,"FERRETERIA, FERRETERIA > Herramientas eléctrica a Batería, FERRETERIA > Herramientas eléctrica a Batería > Herramientas especiales a batería",,,https://tiendatool.com/wp-content/uploads/2023/09/6007718.png,,,,,,,,,0,
1980,simple,6064752,"Amoladora Metabo WE 26-230 MVT Quick (606475260)",1,0,visible,"Amoladora angular de 9” con motor Marathon de Metabo, que me brinda una mayor protección contra el ingreso de polvo al interior de máquina, con carbones auto desconectantes, aumentando su vida útil.","\n  [vc_row]\n    [vc_column]\n      [vc_column_text]\n        Amoladora angular de 9” con motor Marathon de Metabo, que me brinda una mayor protección contra el ingreso de polvo al interior de máquina, con carbones auto desconectantes, aumentando su vida útil. Este equipo cuenta con un aviso led que indica la protección contra arranque involuntario y sobrecarga, e interruptor tipo paleta, lo que lo hacen a muy seguro. Empuñadura delantera anti vibratoria, para un trabajo más cómodo. Cuenta con empuñadura trasera rotativa. Cubierta protectora ajustable sin herramienta.\n\n\n      [/vc_column_text]\n    [/vc_column]\n  [/vc_row]\n  [vc_row]\n    [vc_column]\n      [vc_tta_accordion active_section=""0""]\n        [vc_tta_section title=""Especificaciones técnicas"" tab_id=""1689192497545-d4489a26-6459""]\n          [vc_row_inner equal_height=""yes""]\n            [vc_column_inner width=""1/2"" css="".vc_custom_1689193255658{margin-bottom: 0px !important;}""]\n              [vc_column_text]\n                Potencia absorbida: 2600 W\nPotencia entregada: 1800 W\nFactor de eficiencia: 70 %\nVelocidad en vacío: 8500 RPM\nVelocidad bajo carga: 6000 RPM\nTorque: 17 Nm\nDíametro de disco de corte: 230 mm\nEje: M14\nTipo de motor: Marathon\nRecubrimiento del bobinado: Epoxi\n              [/vc_column_text]\n            [/vc_column_inner]\n            [vc_column_inner width=""1/2""]\n              [vc_column_text]\n                Empuñadura con reduc. de vibraciones: SI\nEmpuñadura rotable: SI\nInterruptor: Fijo\nCambio de disco sin llave: SI\nGuarda sin llave: SI\nVibraciones: 6,2 m/s2\nNivel de ruido: 96 dB (A)\nInterruptor tipo paleta: SI\nPeso: 5,8 Kg\nLongitud del cable: 4 m\nMango antivibratorio: SI\n              [/vc_column_text]\n            [/vc_column_inner]\n          [/vc_row_inner]\n        [/vc_tta_section]\n        \n      [/vc_tta_accordion]\n    [/vc_column]\n  [/vc_row]",,,taxable,,1,1,,0,0,,,,,0,,,252570,"FERRETERIA > Herramientas electrica con cable > Amoladoras angulares, FERRETERIA, FERRETERIA > Herramientas electrica con cable",,,https://tiendatool.com/wp-content/uploads/2023/09/6064752.png,,,,,,,,,0,
1982,simple,6193050,"Ingletadora Metabo KGS 305 M (619305000)",1,0,visible,"Ingletadora (con función de tracción) 2000W.","\n  [vc_row]\n    [vc_column]\n      [vc_column_text]\n        Ingletadora (con función de tracción) 2000W. Hoja de sierra Ø 305 x 30 mm. \nCapacidad de corte 90°/90°: 305 x 105 mm. Capacidad de corte 45°/45°: 205 x \n67 mm. Aspiración de viruta. Laser para indicar línea de corte. Luz LED de \ntrabajo. Pinza para fijación de pieza.\n\n      [/vc_column_text]\n    [/vc_column]\n  [/vc_row]\n  [vc_row]\n    [vc_column]\n      [vc_tta_accordion active_section=""0""]\n        [vc_tta_section title=""Especificaciones técnicas"" tab_id=""1689192497545-d4489a26-6459""]\n          [vc_row_inner equal_height=""yes""]\n            [vc_column_inner width=""1/2"" css="".vc_custom_1689193255658{margin-bottom: 0px !important;}""]\n              [vc_column_text]\n                Dimensiones: 850x515x615 mm\nCapacidad de corte 90°/90°: 305x105 mm\nCapacidad de corte 45°/45°: 205x67 mm\nReg. plato giratorio izq./dcha.: 47/47 °\nInclinación de la hoja de sierra izq./dcha.: 47/2 °\nDiámetro de hoja de sierra: 305x30 mm\nPotencia absorbida: 1600/2000 W\nRevoluciones marcha en vacío: 3700 rpm\n              [/vc_column_text]\n            [/vc_column_inner]\n            [vc_column_inner width=""1/2""]\n              [vc_column_text]\n                Función tracción de piezas: SI\nLaser indicador de línea de corte: SI\nLuz de trabajo led: SI\nProtección contra polvo: SI\nArranque suave (progresivo): SI\nSistema de frenado rápido: SI\nIncluye disco: SI\nCantidad de dientes del disco: 48\nPeso: 19.6 Kg\nLongitud del cable: 2 m\n              [/vc_column_text]\n            [/vc_column_inner]\n          [/vc_row_inner]\n        [/vc_tta_section]\n        \n      [/vc_tta_accordion]\n    [/vc_column]\n  [/vc_row]",,,taxable,,1,1,,0,0,,,,,0,,,499950,"FERRETERIA, FERRETERIA > Herramientas electrica con cable, FERRETERIA > Herramientas electrica con cable > Maq. semiestacionarias para trab. madera",,,https://tiendatool.com/wp-content/uploads/2023/09/6193050.png,,,,,,,,,0,
1984,simple,1031520,"Sierra circular de mesa Metabo TKHS 315C 2.00 WN",1,0,visible,"Robusta sierra de mesa circular, con motor de inducción silencioso con \nfreno motor y protección contra sobrecarga - libre de mantenimiento y \nrobusto, con disco de Ø 315 mm de diámetro regulable es altura hasta 85 mm \ny con una inclinación máx.","\n  [vc_row]\n    [vc_column]\n      [vc_column_text]\n        Robusta sierra de mesa circular, con motor de inducción silencioso con \nfreno motor y protección contra sobrecarga - libre de mantenimiento y \nrobusto, con disco de Ø 315 mm de diámetro regulable es altura hasta 85 mm \ny con una inclinación máx. de 45° de corte , incluye una mesa plegable que \npermite expandir el largo de corte hasta 1650 mm. Con seguro contra puesta \nen marcha involuntaria. Guía para cortes longitudinal y en inglete. Ideal \npara cortes de maderas escuadradas, tablas, planchas y materiales similares.\n\n      [/vc_column_text]\n    [/vc_column]\n  [/vc_row]\n  [vc_row]\n    [vc_column]\n      [vc_tta_accordion active_section=""0""]\n        [vc_tta_section title=""Especificaciones técnicas"" tab_id=""1689192497545-d4489a26-6459""]\n          [vc_row_inner equal_height=""yes""]\n            [vc_column_inner width=""1/2"" css="".vc_custom_1689193255658{margin-bottom: 0px !important;}""]\n              [vc_column_text]\n                Dimensiones: 1650 x 650 x 1000 mm\nCapacidad de corte 90°/90°: 85 mm\nCapacidad de corte 45°/45°: 60 mm\nReg. plato giratorio izq./dcha.: 0/+45 ° °\nDiámetro de hoja de sierra: 315X30 mm\nPotencia absorbida: 2000 W\nRevoluciones marcha en vacío: 2980 rpm\nVelocidad de corte por minuto: 50 Cort/min\nFunción tracción de piezas: SI\n              [/vc_column_text]\n            [/vc_column_inner]\n            [vc_column_inner width=""1/2""]\n              [vc_column_text]\n                Incluye disco: SI\nCantidad de dientes del disco: 24 dientes\nPeso: 62 Kg\nLongitud del cable: 2 m\nSeguro contra arranque involuntario: SI\nAltura de trabajo: 850 mm\nAltura de corte: 0-85 mm\nMáxima anchura de corte en el tope paralelo: 290\nAncho del material máximo en el tope angular: 220\nLargo total de la mesa con extensión: 800x550 mm\n              [/vc_column_text]\n            [/vc_column_inner]\n          [/vc_row_inner]\n        [/vc_tta_section]\n        \n      [/vc_tta_accordion]\n    [/vc_column]\n  [/vc_row]",,,taxable,,1,1,,0,0,,,,,0,,,483710,"FERRETERIA, FERRETERIA > Herramientas electrica con cable, FERRETERIA > Herramientas electrica con cable > Maq. semiestacionarias para trab. madera",,,https://tiendatool.com/wp-content/uploads/2023/09/1031520.png,,,,,,,,,0,
1986,simple,6006365,"Taladro c/base magnética Metabo MAG 50 (600636570)",1,0,visible,"Taladradora electromagnética de gran potencia con gran recorrido para la \nperforación con saca núcleos y la perforación completa.","\n  [vc_row]\n    [vc_column]\n      [vc_column_text]\n        Taladradora electromagnética de gran potencia con gran recorrido para la \nperforación con saca núcleos y la perforación completa. Con sistema \nelectrónico y giro a la derecha e izquierda para tallar roscas, frotar y \navellanar. Marcha a la derecha/izquierda para roscar con macho. Depósito de \nrefrigerante integrado. Luz LED clara para facilitar el centrado en \ncondiciones de poca luz.\n\n      [/vc_column_text]\n    [/vc_column]\n  [/vc_row]\n  [vc_row]\n    [vc_column]\n      [vc_tta_accordion active_section=""0""]\n        [vc_tta_section title=""Especificaciones técnicas"" tab_id=""1689192497545-d4489a26-6459""]\n          [vc_row_inner equal_height=""yes""]\n            [vc_column_inner width=""1/2"" css="".vc_custom_1689193255658{margin-bottom: 0px !important;}""]\n              [vc_column_text]\n                Potencia absorbida: 1200 W\nPotencia entregada: 620 W\nØ máx. perforación con broca hueca: 50 mm\nØ máx. perforación con broca espiral: 20 mm\nProfundidad máxima de perforación: 50 mm\nRoscado con macho: M 16\nRevoluciones marcha en vacío: 100 - 250 / 200 - 450 rpm\n              [/vc_column_text]\n            [/vc_column_inner]\n            [vc_column_inner width=""1/2""]\n              [vc_column_text]\n                Alojamiento de la herramienta: cono morse MK 2, vástago Weldon de 19\nLuz de trabajo led: Si\nPeso: 12.7 Kg\nLongitud del cable: 5 m\nCarrera máx.: 160 mm\nMáx. fuerza de sujeción del imán: 12250 N\nDimensiones de la base magnética: 90 x 190 mm\nAltura carro posición inferior: 457 mm\nAltura carro posición superior: 610 mm\n              [/vc_column_text]\n            [/vc_column_inner]\n          [/vc_row_inner]\n        [/vc_tta_section]\n        \n      [/vc_tta_accordion]\n    [/vc_column]\n  [/vc_row]",,,taxable,,1,1,,0,0,,,,,0,,,1560960,"FERRETERIA, FERRETERIA > Herramientas electrica con cable, FERRETERIA > Herramientas electrica con cable > Taladros\, atornilladores\, martillos y demoledores",,,https://tiendatool.com/wp-content/uploads/2023/09/6006365.png,,,,,,,,,0,
1988,simple,6041195,"Llave ratchet neumática Set Metabo DRS 68",1,0,visible,"Llave crique de diseño ergonómico y compacta, con inversor de giro \nderecha-izquierda, con velocidad variable.","\n  [vc_row]\n    [vc_column]\n      [vc_column_text]\n        Llave crique de diseño ergonómico y compacta, con inversor de giro \nderecha-izquierda, con velocidad variable. Carcasa con protección de goma \nanti deslizante y aislante. Incluye set de tubos de impacto (9, 10, 11, \n13,14, 17, 19 mm), prolongación de 75 mm y junta tipo cada. Incluye maletín \nProfesional.\n\n      [/vc_column_text]\n    [/vc_column]\n  [/vc_row]\n  [vc_row]\n    [vc_column]\n      [vc_tta_accordion active_section=""0""]\n        [vc_tta_section title=""Especificaciones técnicas"" tab_id=""1689192497545-d4489a26-6459""]\n          [vc_row_inner equal_height=""yes""]\n            [vc_column_inner width=""1/2"" css="".vc_custom_1689193255658{margin-bottom: 0px !important;}""]\n              [vc_column_text]\n                \n              [/vc_column_text]\n            [/vc_column_inner]\n            [vc_column_inner width=""1/2""]\n              [vc_column_text]\n                #N/A: #N/A\n              [/vc_column_text]\n            [/vc_column_inner]\n          [/vc_row_inner]\n        [/vc_tta_section]\n        \n      [/vc_tta_accordion]\n    [/vc_column]\n  [/vc_row]",,,taxable,,1,1,,0,0,,,,,0,,,129020,"FERRETERIA > Herramientas neumáticas > Atornilladores\, Llaves Rachet y de impacto, FERRETERIA, FERRETERIA > Herramientas neumáticas",,,https://tiendatool.com/wp-content/uploads/2023/09/6041195.png,,,,,,,,,0,
